Dataset,No_pipeline_time,No_pipeline_time,complete_time,complete_gflops
mt2010, 1.134592, 360.259459, 1.067008,383.078208
mult_dcop_01, 0.266240, 464.605768, 0.239616,516.228618
mult_dcop_02, 0.258048, 479.355163, 0.243712,507.552535
mult_dcop_03, 0.260096, 475.433046, 0.240640,513.872341
n4c6-b10, 1.310720, 711.143573, 1.268736,734.676147
n4c6-b11, 0.716800, 741.803598, 0.698368,761.381951
n4c6-b12, 0.320512, 664.666540, 0.307200,693.468717
n4c6-b5, 0.333824, 596.008420, 0.317440,626.770155
n4c6-b6, 0.768000, 607.337495, 0.747520,623.976859
n4c6-b7, 1.136640, 735.202733, 1.077248,775.736708
n4c6-b8, 1.569792, 729.800621, 1.549312,739.447705
n4c6-b9, 1.569792, 760.591961, 1.548288,771.155760
nasasrb, 4.111360, 416.768984, 4.083712,419.590637
nc2010, 2.173952, 417.045435, 2.114560,428.759102
ncvxbqp1, 0.402432, 556.564893, 0.377856,592.764249
ncvxqp3, 0.706560, 452.865932, 0.633856,504.810179
ncvxqp5, 0.533504, 509.796056, 0.520192,522.842000
ncvxqp7, 0.815104, 451.446290, 0.751616,489.579359
nd12k, 5.741568, 1585.177655, 5.761024,1579.824254
nd2010, 1.107968, 361.567708, 1.045504,383.169696
nd24k, 11.848704, 1551.056152, 11.633664,1579.726349
nd6k, 2.757632, 1600.751011, 2.699264,1635.365107
ne2010, 1.442816, 405.364615, 1.408000,415.388184
neos, 2.661376, 367.159004, 2.605056,375.096790
neos1, 0.854016, 449.333030, 0.825344,464.942603
neos2, 0.900096, 487.121019, 0.823296,532.561405
neos3, 2.515968, 522.747235, 2.448384,537.176903
net100, 1.883136, 691.000531, 1.823744,713.503627
net125, 2.208768, 746.754789, 2.190336,753.038807
net150, 2.633728, 758.456446, 2.622464,761.714191
net4-1, 2.611200, 598.462478, 2.741248,570.070764
net50, 0.926720, 652.762415, 0.911360,663.764026
net75, 1.374208, 693.554410, 1.355776,702.983408
netherlands_osm, 10.758144, 290.457585, 10.710016,291.762829
nh2010, 0.325632, 460.986627, 0.288768,519.836005
nj2010, 1.349632, 393.547034, 1.270784,417.965344
nlpkkt120, 52.547585, 1179.527231, 51.227650,1209.919004
nlpkkt80, 16.124928, 1139.291327, 16.106497,1140.595022
nm2010, 1.337344, 397.669395, 1.302528,408.298931
nmos3, 0.351232, 704.435147, 0.330752,748.053439
ns3Da, 1.829888, 587.436700, 1.816576,591.741473
nsct, 0.495616, 901.004669, 0.477184,935.807408
nug08-3rd, 0.204800, 463.800012, 0.196608,483.124983
nv2010, 0.749568, 356.043381, 0.734208,363.491987
ny2010, 2.475008, 442.062472, 2.436096,449.123590
obstclae, 0.261120, 484.333349, 0.242688,521.118143
offshore, 3.247104, 836.225381, 3.222528,842.602682
oh2010, 2.585600, 437.683185, 2.553856,443.123514
ohne2, 15.012864, 471.640105, 14.917632,474.650987
oilpan, 5.711872, 403.055299, 5.665792,406.333364
ok2010, 1.995776, 408.590291, 1.933312,421.791566
olafu, 1.202176, 540.436553, 1.187840,546.959059
olesnik0, 0.792576, 600.949601, 0.742400,641.565525
onera_dual, 0.730112, 367.462299, 0.546816,490.637882
onetone1, 0.419840, 519.951210, 0.427008,511.223018
onetone2, 0.346112, 420.909748, 0.329728,441.824524
opt1, 1.413120, 874.390832, 1.386496,891.181256
or2010, 1.583104, 395.986413, 1.505280,416.459179
p010, 0.165888, 455.246923, 0.162816,463.836470
p2p-Gnutella31, 0.396288, 238.843665, 0.352256,268.699128
pa2010, 2.997248, 439.541776, 2.931712,449.367373
packing-500x100x100-b050, 23.158785, 966.585733, 23.141376,967.312858
para-10, 8.288256, 418.238680, 8.272896,419.015203
para-4, 8.137728, 418.886700, 8.120320,419.784662
para-5, 8.305664, 417.362067, 8.266752,419.326601
para-6, 8.288256, 418.238680, 8.273920,418.963332
para-7, 8.342528, 415.517812, 8.276992,418.807845
para-8, 8.287232, 418.290323, 8.264704,419.430536
para-9, 8.295424, 417.877245, 8.262656,419.534473
parabolic_fem, 4.445184, 529.057937, 4.377600,537.225854
patents, 23.284737, 411.483756, 23.263231,411.864146
patents_main, 1.507328, 238.172124, 1.398784,256.654000
pattern1, 4.000768, 1491.462690, 3.884032,1536.289213
pcrystk02, 1.069056, 579.850915, 1.046528,592.333058
pcrystk03, 1.990656, 563.007325, 1.970176,568.859803
pct20stif, 3.780608, 456.809156, 3.755008,459.923475
pdb1HYS, 3.427328, 811.317012, 3.377152,823.371180
pds-100, 1.729536, 405.566150, 1.711104,409.934911
pds-30, 0.645120, 337.931535, 0.608256,358.412258
pds-40, 0.817152, 365.601493, 0.790528,377.914508
pds-50, 0.976896, 387.076132, 0.955392,395.788450
pds-60, 1.163264, 395.883020, 1.139712,404.063912
pds-70, 1.367040, 390.198959, 1.309696,407.283535
pds-80, 1.465344, 405.234989, 1.454080,408.374124
pds-90, 1.605632, 404.231518, 1.581056,410.514897
pds10, 0.259072, 369.708490, 0.247808,386.513438
pfinan512, 0.720896, 529.999996, 0.698368,547.096764
pkustk01, 1.171456, 535.063384, 1.159168,540.735422
pkustk02, 0.793600, 653.225788, 0.779264,665.243124
pkustk03, 4.495360, 445.674270, 4.469760,448.226810
pkustk04, 3.958784, 682.013045, 3.921920,688.423619
pkustk05, 2.768896, 509.694878, 2.741248,514.835657
pkustk06, 3.241984, 507.692689, 3.194880,515.177883
pkustk07, 1.619968, 955.595731, 1.590272,973.440147
pkustk08, 2.112512, 977.542059, 2.079744,992.944007
pkustk09, 2.187264, 463.377816, 2.173952,466.215239
pkustk10, 6.194176, 445.216551, 6.159360,447.733172
pkustk11, 6.502400, 513.574022, 6.457344,517.157465
pkustk12, 7.583744, 633.972197, 7.523328,639.063323
pkustk13, 7.869440, 538.128410, 7.789568,543.646234
pkustk14, 13.118464, 723.816616, 12.999680,730.430509
pli, 1.534976, 563.004084, 1.511424,571.777206
pltexpa, 0.300032, 305.159993, 0.273408,334.875942
poisson3Da, 0.382976, 589.508697, 0.366592,615.855464
poisson3Db, 2.351104, 646.490902, 2.332672,651.599231
pre2, 6.134784, 621.691056, 6.099968,625.239429
preferentialAttachment, 1.220608, 524.313131, 1.114112,574.431286
psse0, 0.204800, 320.100008, 0.190464,344.193540
psse2, 0.251904, 292.840435, 0.241664,305.248931
pwt, 0.319488, 653.259237, 0.302080,690.904649
pwtk, 16.848896, 441.929925, 16.775167,443.872252
qa8fk, 1.131520, 939.241489, 1.107968,959.206932
qa8fm, 1.202176, 884.039094, 1.108992,958.321231
raefsky3, 1.552384, 613.773080, 1.530880,622.394659
raefsky4, 1.571840, 540.965374, 1.545216,550.286212
rail_20209, 0.391168, 227.802684, 0.194560,458.003275
rail_79841, 0.647168, 547.785815, 0.631808,561.103135
rajat09, 0.214016, 315.708724, 0.197632,341.881477
rajat10, 0.243712, 342.182258, 0.219136,380.557828
rajat15, 0.484352, 586.116552, 0.472064,601.373388
rajat16, 0.845824, 485.138467, 0.820224,500.280126
rajat17, 0.845824, 485.138467, 0.828416,495.332979
rajat18, 0.791552, 392.256626, 0.745472,416.503255
rajat20, 0.788480, 491.107965, 0.776192,498.882745
rajat21, 2.632704, 460.270806, 2.587648,468.285037
rajat22, 0.326656, 386.489012, 0.308224,409.601339
rajat23, 0.926720, 384.625681, 0.856064,416.371102
rajat24, 2.598912, 479.766302, 2.546688,489.604679
rajat25, 0.798720, 486.566505, 0.781312,497.407445
rajat26, 0.473088, 337.259202, 0.381952,417.731247
rajat28, 0.878592, 442.333180, 0.787456,493.526510
rajat29, 5.148672, 604.896318, 5.143552,605.498478
rajat30, 6.018048, 656.731453, 6.001664,658.524232
rajat31, 25.574400, 508.414741, 25.535488,509.189480
ramage02, 1.118208, 1640.540219, 1.091584,1680.553521
rel8, 1.518592, 346.358311, 1.453056,361.979833
rel9, 40.151039, 377.250439, 40.071167,378.002396
relat8, 1.597440, 534.470351, 1.570816,543.529158
relat9, 43.461632, 573.643183, 43.421696,574.170778
rgg_n_2_15_s0, 0.202752, 1011.616191, 0.189440,1082.702719
rgg_n_2_16_s0, 0.727040, 602.336274, 0.710656,616.222994
rgg_n_2_17_s0, 1.444864, 645.599736, 1.392640,669.809745
rgg_n_2_18_s0, 2.768896, 715.275029, 2.738176,723.299803
rgg_n_2_19_s0, 5.531648, 756.610030, 5.506048,760.127831
rgg_n_2_20_s0, 11.264000, 783.138641, 11.247616,784.279419
rgg_n_2_21_s0, 23.158785, 800.760217, 23.128063,801.823890
rgg_n_2_22_s0, 47.747070, 813.867179, 47.690750,814.828312
ri2010, 0.161792, 497.428812, 0.150528,534.651365
rim, 1.343488, 483.494196, 1.288192,504.248298
rlfprim, 0.411648, 498.431275, 0.395264,519.091645
rma10, 2.957312, 513.764048, 2.905088,522.999877
roadNet-CA, 10.788864, 328.232603, 10.769408,328.825585
roadNet-PA, 6.108160, 323.113578, 6.041600,326.673293
roadNet-TX, 7.673856, 320.533102, 7.605248,323.424668
route, 0.261120, 506.818644, 0.251904,525.360750
s3dkq4m2, 7.078912, 435.853749, 7.023616,439.285165
s3dkt3m2, 6.574080, 365.407029, 6.497280,369.726254
s4dkt3m2, 6.532096, 367.755629, 6.492160,370.017852
sc2010, 1.495040, 382.345875, 1.402880,407.463517
sc205-2r, 0.253952, 310.582161, 0.235520,334.888580
scagr7-2r, 0.254976, 301.558730, 0.236544,325.056821
scfxm1-2b, 0.265216, 267.982633, 0.243712,291.628160
scfxm1-2r, 0.495616, 285.883271, 0.334848,423.142219
scircuit, 1.286144, 477.177541, 1.245184,492.874200
sctap1-2r, 0.291840, 408.697387, 0.278528,428.230691
sd2010, 0.739328, 355.541885, 0.714752,367.766824
sgpf5y6, 1.768448, 301.091489, 1.747968,304.619222
shallow_water1, 0.475136, 441.379299, 0.444416,471.889415
shallow_water2, 0.488448, 429.350110, 0.438272,478.504674
shar_te2-b2, 1.080320, 355.805687, 1.056768,363.735486
shar_te2-b3, 1.076224, 476.213144, 1.053696,486.394541
shermanACb, 0.262144, 354.367677, 0.235520,394.426622
ship_001, 3.536896, 840.371673, 3.192832,930.931288
ship_003, 9.767936, 529.800962, 9.702400,533.379540
shipsec1, 10.803200, 462.879394, 10.744832,465.393832
shipsec5, 13.904896, 465.475005, 13.830144,467.990895
shipsec8, 8.986624, 473.834832, 8.930304,476.823137
shock-9, 0.246784, 369.761408, 0.233472,390.844291
shuttle_eddy, 0.203776, 325.373741, 0.195584,339.001965
shyy161, 0.481280, 438.513299, 0.445440,473.795983
sinc15, 0.843776, 431.224217, 0.835584,435.451907
sinc18, 1.195008, 521.543470, 1.177600,529.253249
skirt, 0.240640, 522.659576, 0.227328,553.265760
sls, 7.484416, 581.842933, 7.453696,584.240985
smallworld, 0.950272, 673.488669, 0.923648,692.901885
sme3Da, 1.019904, 549.000367, 1.004544,557.394867
sme3Db, 2.513920, 529.802175, 2.501632,532.404580
sme3Dc, 3.845120, 524.077237, 3.793920,531.149792
smt, 2.539520, 945.862894, 2.501632,960.188303
soc-Epinions1, 0.759808, 428.602592, 0.733184,444.166388
soc-LiveJournal1, 93.155327, 474.004184, 89.539581,493.145200
soc-Slashdot0811, 1.162240, 498.605715, 1.123328,515.877406
soc-Slashdot0902, 1.200128, 505.793533, 1.177600,515.469554
soc-sign-Slashdot081106, 0.783360, 422.038396, 0.762880,433.368273
soc-sign-Slashdot090216, 0.844800, 413.387123, 0.816128,427.910124
soc-sign-Slashdot090221, 0.845824, 415.558412, 0.824320,426.399059
soc-sign-epinions, 1.269760, 424.078625, 1.243136,433.161021
south31, 0.214016, 336.118413, 0.200704,358.412002
spal_004, 29.894655, 988.390705, 29.938688,986.937006
sparsine, 2.418688, 409.871921, 2.410496,411.264869
spmsrtls, 0.248832, 591.427464, 0.236544,622.150979
srb1, 4.271104, 443.861199, 4.235264,447.617282
stat96v2, 3.125248, 584.080939, 3.108864,587.159078
stat96v3, 3.639296, 583.451032, 3.618816,586.752988
std1_Jac2, 0.721920, 1107.031008, 0.858112,931.332811
std1_Jac2_db, 0.507904, 628.491692, 0.498688,640.106504
std1_Jac3, 0.882688, 1055.574263, 0.854016,1091.013182
std1_Jac3_db, 0.550912, 617.827577, 0.536576,634.334478
stokes128, 0.482304, 741.234066, 0.417792,855.689354
stokes64, 0.178176, 502.995688, 0.169984,527.236452
stokes64s, 0.181248, 494.470355, 0.171008,524.079324
stomach, 2.172928, 889.976398, 2.145280,901.446349
stormG2_1000, 4.438016, 498.944544, 4.375552,506.067292
stormg2-125, 0.747520, 370.938342, 0.700416,395.884487
struct3, 0.882688, 850.996243, 0.860160,873.284233
t2dah, 0.209920, 536.942063, 0.193536,582.397491
t2dah_a, 0.209920, 536.942063, 0.199680,564.477563
t2dah_e, 0.209920, 536.942063, 0.196608,573.297506
t2em, 5.093376, 576.853621, 5.061632,580.471356
t3dh, 6.746112, 412.881858, 6.505472,428.154502
t3dh_a, 6.616064, 420.997616, 6.517760,427.347323
t3dh_e, 6.559744, 424.612188, 6.508544,427.952429
t3dl, 0.379904, 858.938675, 0.362496,900.187175
t3dl_a, 0.382976, 852.048807, 0.363520,897.651417
t60k, 0.326656, 350.470205, 0.308224,371.428580
tandem_dual, 0.643072, 458.293186, 0.614400,479.680186
tandem_vtx, 0.289792, 559.518549, 0.273408,593.047762
ted_A, 0.524288, 518.294679, 0.513024,529.674430
ted_AB, 0.537600, 621.889308, 0.529408,631.512357
ted_AB_unscaled, 0.538624, 620.707000, 0.526336,635.198183
ted_A_unscaled, 0.532480, 510.320912, 0.521216,521.349484
ted_B, 0.222208, 416.414183, 0.214016,432.353458
ted_B_unscaled, 0.237568, 389.490831, 0.219136,422.251753
thermal1, 0.689152, 533.486254, 0.676864,543.171309
thermal2, 8.651776, 634.713627, 8.623104,636.824079
thermomech_TC, 0.835584, 545.004605, 0.814080,559.400943
thermomech_TK, 0.860160, 529.433040, 0.816128,557.997166
thermomech_dK, 2.065408, 881.949681, 2.039808,893.018308
thermomech_dM, 1.627136, 559.752992, 1.560576,583.626983
thread, 2.977792, 960.722138, 2.926592,977.529704
tmt_sym, 5.015552, 648.346386, 4.999168,650.471257
tmt_unsym, 5.170176, 567.538247, 5.081088,577.489034
tn2010, 1.854464, 412.053412, 1.793024,426.172915
tomographic1, 0.990208, 418.494688, 0.937984,441.795174
torsion1, 0.254976, 496.004008, 0.244736,516.757320
torso1, 3.335168, 1634.268555, 3.237888,1683.368861
torso2, 0.918528, 720.089867, 0.896000,738.194977
torso3, 3.016704, 939.630405, 2.971648,953.877075
tp-6, 14.729216, 501.313060, 14.710784,501.941173
trans4, 1.051648, 466.404567, 0.950272,516.161086
trans5, 1.022976, 479.476958, 0.952320,515.051086
transient, 1.334272, 461.334411, 1.273856,483.214413
trdheim, 1.847296, 670.497506, 1.829888,676.876054
troll, 16.772097, 457.335252, 16.686081,459.692787
ts-palko, 1.639424, 420.402491, 1.620992,425.182816
tsyl201, 1.892352, 830.274966, 1.862656,843.511890
tube1, 1.421312, 403.933725, 1.406976,408.049495
tube2, 1.410048, 407.160492, 1.397760,410.739917
turon_m, 1.584128, 683.127010, 1.539072,703.125399
twotone, 1.532928, 511.115568, 1.486848,526.955924
tx2010, 6.262784, 455.390778, 6.218752,458.615189
usroads, 0.876544, 241.581484, 0.793600,266.830637
usroads-48, 0.838656, 247.176432, 0.777216,266.716068
ut2010, 1.025024, 357.184046, 0.968704,377.950587
va2010, 2.137088, 419.899365, 2.107392,425.816312
vanbody, 3.342336, 447.475881, 3.321856,450.234661
venkat01, 1.079296, 1018.614808, 1.076224,1021.522389
venkat25, 1.117184, 984.069623, 1.079296,1018.614808
venkat50, 1.081344, 1016.685598, 1.094656,1004.321805
venturiLevel3, 20.125696, 512.251763, 20.041727,514.397952
vfem, 1.167360, 786.532930, 1.127424,814.393732
vibrobox, 0.434176, 505.347880, 0.419840,522.603649
viscoplastic2, 0.457728, 533.173939, 0.437248,558.146966
viscorocks, 1.256448, 592.015063, 1.243136,598.354590
vsp_barth5_1Ksep_50in_5Kout, 0.290816, 448.085373, 0.280576,464.438884
vsp_bcsstk30_500sep_10in_1Kout, 5.078016, 508.312683, 5.045248,511.614062
vsp_befref_fxm_2_4_air02, 0.235520, 533.826075, 0.230400,545.688898
vsp_bump2_e18_aa01_model1_crew1, 0.633856, 607.433362, 0.617472,623.551002
vsp_c-30_data_data, 0.200704, 396.581646, 0.189440,420.162169
vsp_c-60_data_cti_cs4, 0.678912, 454.524898, 0.665600,463.615383
vsp_finan512_scagr7-2c_rlfddd, 1.363968, 518.036781, 1.342464,526.334871
vsp_mod2_pgp2_slptsk, 1.058816, 470.706016, 1.010688,493.120593
vsp_model1_crew1_cr42_south31, 0.390144, 623.280855, 0.365568,665.182051
vsp_msc10848_300sep_100in_1Kout, 2.465792, 633.839301, 2.307072,677.445650
vsp_p0291_seymourl_iiasa, 0.226304, 304.683265, 0.210944,326.868937
vsp_sctap1-2b_and_seymourl, 0.380928, 473.222434, 0.368640,488.996520
vsp_south31_slptsk, 0.458752, 529.893966, 0.417792,581.844373
vsp_vibrobox_scagr7-2c_rlfddd, 1.084416, 514.147766, 1.070080,521.035865
vt2010, 0.307200, 324.162485, 0.292864,340.030600
wa2010, 1.531904, 395.818855, 1.466368,413.509089
wang3, 0.227328, 498.783778, 0.215040,527.285718
wang4, 0.228352, 496.625571, 0.214016,529.892331
water_tank, 2.274304, 572.737809, 2.178048,598.049218
wathen100, 0.361472, 834.987582, 0.348160,866.913606
wathen120, 0.413696, 875.249091, 0.394240,918.443201
watson_1, 2.000896, 337.478573, 1.982464,340.616291
watson_2, 3.513344, 336.343445, 3.476480,339.909977
wave, 1.743872, 777.547689, 1.720320,788.192715
waveguide3D, 0.330752, 587.205908, 0.317440,611.830639
web-BerkStan, 8.719360, 557.882758, 8.672256,560.912932
web-Google, 8.038400, 406.452165, 8.017920,407.490365
web-NotreDame, 2.233344, 429.027381, 2.194432,436.634970
web-Stanford, 3.529728, 419.295228, 3.475456,425.842848
webbase-1M, 5.203968, 381.928371, 5.180416,383.664748
wheel_601, 4.905984, 283.189057, 4.877312,284.853810
wi2010, 1.889280, 409.689710, 1.820672,425.127945
wiki-Talk, 11.337728, 283.452075, 11.316224,283.990700
wikipedia-20051105, 28.532736, 443.068972, 28.467199,444.088994
wikipedia-20060925, 55.430145, 430.311364, 55.229439,431.875137
wikipedia-20061104, 58.831871, 428.428842, 58.583038,430.248603
wikipedia-20070206, 67.799042, 425.071627, 67.533821,426.740979
windscreen, 1.849344, 513.008717, 1.795072,528.518979
wing, 0.520192, 299.074788, 0.328704,473.302181
wing_nodal, 0.232448, 415.682825, 0.218112,443.004681
world, 0.332800, 382.467307, 0.313344,406.215275
wv2010, 1.352704, 313.645901, 1.100800,385.419754
wy2010, 0.765952, 357.274403, 0.742400,368.608625
x104, 9.271296, 701.873792, 9.179136,708.920661
xenon1, 0.831488, 909.113286, 0.808960,934.430356
xenon2, 2.382848, 1038.538881, 2.361344,1047.996487
