Dataset,no_blocksplit_time,no_blockSplit_gflops,No_pipeline_time,No_pipeline_time,complete_time,complete_gflops
pds-80, 6.525952, 363.967527, 6.512640, 364.711478, 6.476800, 366.729646
pds-90, 7.107584, 365.270134, 7.145472, 363.333331, 7.080960, 366.643539
pds10, 0.926720, 413.419879, 0.909312, 421.334455, 0.789504, 485.272379
pfinan512, 2.635776, 579.829050, 2.626560, 581.863554, 2.685952, 568.997342
pkustk01, 2.834432, 884.555671, 2.833408, 884.875280, 3.091456, 811.013597
pkustk02, 2.449408, 846.571888, 2.463744, 841.645911, 2.390016, 867.609226
pkustk03, 8.803328, 910.322251, 8.813568, 909.264540, 9.464832, 846.699096
pkustk04, 31.003649, 348.338664, 12.695552, 850.673504, 12.582912, 858.288544
pkustk05, 6.069248, 930.126509, 6.059008, 931.698477, 7.004160, 805.973693
pkustk06, 7.047168, 934.237170, 7.109632, 926.029092, 8.156160, 807.209004
pkustk07, 7.285760, 849.896003, 7.350272, 842.436591, 6.950912, 890.838244
pkustk08, 9.347072, 883.728944, 9.356288, 882.858437, 9.259008, 892.134168
pkustk09, 4.545536, 891.890057, 4.508672, 899.182328, 4.849664, 835.958578
pkustk10, 12.035072, 916.571063, 12.057600, 914.858597, 12.723200, 866.998803
pkustk11, 14.170112, 942.678156, 14.202880, 940.503251, 16.335873, 817.700713
pkustk12, 36.615170, 525.233988, 20.716543, 928.317593, 22.578176, 851.775232
pkustk13, 19.892223, 851.542677, 19.878912, 852.112889, 21.495808, 788.017710
pkustk14, 40.174591, 945.409754, 40.203262, 944.735527, 43.287552, 877.421998
pli, 4.269056, 809.731980, 4.327424, 798.810332, 4.634624, 745.862240
pltexpa, 1.124352, 325.726327, 1.120256, 326.917291, 1.073152, 341.266716
poisson3Da, 1.513472, 596.688107, 1.514496, 596.284664, 1.464320, 616.716807
poisson3Db, 9.596928, 633.522484, 9.618432, 632.106087, 9.826304, 618.734081
pre2, 25.291777, 603.190599, 25.073664, 608.437686, 25.621504, 595.428044
preferentialAttachment, 9.691136, 264.150983, 7.012352, 365.059142, 5.324800, 480.754806
psse0, 0.547840, 478.654206, 0.546816, 479.550569, 0.544768, 481.353405
psse2, 0.661504, 446.060391, 0.666624, 442.634402, 0.653312, 451.653586
pwt, 1.482752, 563.030055, 1.477632, 564.980925, 1.448960, 576.160799
pwtk, 32.485374, 916.847226, 32.460800, 917.541320, 34.348034, 867.127520
qa8fk, 4.890624, 869.231043, 4.900864, 867.414834, 4.866048, 873.621132
qa8fm, 4.885504, 870.142045, 4.886528, 869.959658, 4.870144, 872.886374
raefsky3, 4.156416, 916.954928, 4.084736, 933.045906, 4.829184, 789.211187
raefsky4, 3.760128, 904.555414, 3.769344, 902.343771, 4.260864, 798.252264
rail_20209, 0.775168, 459.818361, 0.774144, 460.426591, 0.772096, 461.647891
rail_79841, 2.586624, 548.219537, 2.629632, 539.253311, 2.568192, 552.154106
rajat09, 0.789504, 342.324906, 0.796672, 339.244864, 0.697344, 387.566076
rajat10, 1.016832, 328.053879, 1.013760, 329.047989, 0.817152, 408.217407
rajat15, 11.122688, 102.092844, 3.948544, 287.586227, 1.890304, 600.721841
rajat16, 152.228867, 10.782233, 5.108736, 321.286328, 3.228672, 508.372181
rajat17, 152.274948, 10.778970, 5.111808, 321.093260, 3.226624, 508.694857
rajat18, 155.165695, 8.004128, 4.743168, 261.843163, 2.673664, 464.518368
rajat20, 152.294403, 10.170533, 5.009408, 309.201247, 3.031040, 511.017744
rajat21, 662.943726, 7.311371, 9.654272, 502.060348, 9.934848, 487.881373
rajat22, 11.087872, 45.544885, 2.697216, 187.228547, 1.559552, 323.808283
rajat23, 21.101568, 67.566603, 5.102592, 279.419025, 3.135488, 454.717500
rajat24, 575.115234, 8.672143, 9.766912, 510.650794, 10.131456, 492.276867
rajat25, 152.551422, 10.190148, 5.003264, 310.701497, 3.044352, 510.624781
rajat26, 13.636608, 46.801456, 3.150848, 202.552817, 1.628160, 391.984277
rajat28, 152.613892, 10.185977, 4.976640, 312.363669, 3.047424, 510.110034
rajat29, 2605.481934, 4.781323, 23.129087, 538.614039, 25.107456, 496.173372
rajat30, 2282.778564, 6.925317, 29.251583, 540.448189, 30.491648, 518.468705
ramage02, 8.883200, 826.038069, 8.870912, 827.182307, 8.511488, 862.112612
rel8, 5.165056, 407.334934, 5.163008, 407.496512, 5.160960, 407.658219
rel9, 159.361023, 380.193270, 159.331329, 380.264125, 159.245316, 380.469518
relat8, 5.529600, 617.610169, 5.531648, 617.381508, 5.517312, 618.985703
relat9, 173.140991, 575.980734, 173.162491, 575.909221, 173.110275, 576.082934
rgg_n_2_15_s0, 1.461248, 561.457588, 1.465344, 559.888208, 1.447936, 566.619496
rgg_n_2_16_s0, 2.846720, 615.336335, 2.818048, 621.597020, 2.796544, 626.376768
rgg_n_2_17_s0, 5.682176, 656.652537, 5.694464, 655.235545, 5.653504, 659.982805
rgg_n_2_18_s0, 11.791360, 671.855412, 11.803648, 671.155982, 11.712512, 676.378299
rgg_n_2_19_s0, 24.478720, 683.908395, 24.448000, 684.767750, 24.384512, 686.550625
rgg_n_2_20_s0, 51.131393, 690.086697, 51.171329, 689.548127, 51.096577, 690.556916
rgg_n_2_21_s0, 106.867714, 694.115479, 106.915840, 693.803035, 106.883072, 694.015742
rgg_n_2_22_s0, 222.597122, 698.297859, 222.733307, 697.870902, 222.595078, 698.304273
ri2010, 0.869376, 370.288573, 0.865280, 372.041432, 0.852992, 377.400961
rim, 3.393536, 765.654023, 3.357696, 773.826611, 3.675136, 706.987305
rlfprim, 1.609728, 509.845745, 1.631232, 503.124600, 1.686528, 486.628728
rma10, 6.990848, 869.342675, 6.996992, 868.579307, 7.522304, 807.923013
roadNet-CA, 37.935104, 373.401578, 37.912575, 373.623473, 37.914623, 373.603286
roadNet-PA, 20.885504, 377.990296, 20.919296, 377.379701, 20.854784, 378.547088
roadNet-TX, 26.869761, 366.169963, 26.719233, 368.232852, 26.702848, 368.458789
route, 11.852800, 44.661338, 3.077120, 172.031610, 1.574912, 336.121597
s3dkq4m2, 13.618176, 906.250627, 13.596672, 907.683947, 14.320640, 861.796770
s3dkt3m2, 11.668480, 823.488597, 11.652096, 824.646512, 12.332032, 779.178971
s4dkt3m2, 11.645952, 825.081537, 11.663360, 823.850113, 12.351488, 777.951618
sc2010, 4.910080, 465.672580, 4.956160, 461.342969, 4.896768, 466.938511
sc205-2r, 0.921600, 342.330561, 0.925696, 340.815813, 0.913408, 345.400792
scagr7-2r, 0.906240, 339.381361, 0.900096, 341.697953, 0.884736, 347.630208
scfxm1-2b, 0.795648, 357.310177, 0.791552, 359.159117, 0.768000, 370.173330
scfxm1-2r, 1.371136, 413.345795, 1.363968, 415.518014, 1.429504, 396.468471
scircuit, 4.773888, 514.229932, 4.779008, 513.679032, 4.768768, 514.782066
sctap1-2r, 1.115136, 427.837455, 1.127424, 423.174386, 1.105920, 431.402794
sd2010, 2.366464, 444.312005, 2.342912, 448.778417, 2.307072, 455.750126
sgpf5y6, 6.853632, 310.763485, 6.883328, 309.422793, 6.836224, 311.554820
shallow_water1, 1.624064, 516.519556, 1.627136, 515.544370, 1.603584, 523.116203
shallow_water2, 1.619968, 517.825519, 1.615872, 519.138141, 1.606656, 522.116012
shar_te2-b2, 3.481600, 441.617641, 3.478528, 442.007651, 3.463168, 443.968078
shar_te2-b3, 4.263936, 480.787699, 4.271104, 479.980836, 4.235264, 484.042573
shermanACb, 29.511681, 12.590996, 2.365440, 157.087670, 1.196032, 310.678498
ship_001, 12.404736, 958.442745, 12.386304, 959.868973, 12.910592, 920.889509
ship_003, 22.286337, 928.831290, 22.311935, 927.765640, 24.773632, 835.575785
shipsec1, 21.686272, 922.349150, 21.699583, 921.783344, 23.923712, 836.087411
shipsec5, 28.502016, 908.340157, 28.508160, 908.144408, 31.200256, 829.785675
shipsec8, 18.653185, 913.125643, 18.632704, 914.129352, 20.615168, 826.221826
shock-9, 0.847872, 430.495160, 0.846848, 431.015714, 0.833536, 437.899248
shuttle_eddy, 0.512000, 517.994975, 0.534528, 496.163777, 0.504832, 525.349868
shyy161, 1.818624, 464.191999, 1.836032, 459.790845, 1.786880, 472.438391
sinc15, 2.049024, 710.302312, 2.061312, 706.068071, 2.069504, 703.273124
sinc18, 3.247104, 767.759399, 3.271680, 761.992148, 3.240960, 769.214878
skirt, 0.804864, 625.063621, 0.804864, 625.063621, 0.791552, 635.575673
sls, 28.768255, 605.494428, 28.815359, 604.504638, 28.758017, 605.710000
smallworld, 3.775488, 678.055348, 3.714048, 689.272143, 3.700736, 691.751513
sme3Da, 4.074496, 549.690277, 4.084736, 548.312251, 3.368960, 664.807770
sme3Db, 9.004032, 591.681727, 8.845312, 602.298846, 8.172544, 651.880441
sme3Dc, 12.804096, 629.529740, 12.615680, 638.931831, 12.430336, 648.458687
smt, 10.619904, 904.730536, 10.518528, 913.450157, 10.402816, 923.610608
soc-Epinions1, 9.350144, 139.315787, 4.546560, 286.507332, 2.861056, 455.294367
soc-Slashdot0811, 13.809664, 167.853332, 5.779456, 401.075469, 4.601856, 503.709365
soc-Slashdot0902, 14.150656, 171.586949, 5.967872, 406.856545, 4.842496, 501.408340
soc-sign-Slashdot081106, 3.895296, 339.494602, 3.903488, 338.782142, 3.062784, 431.774496
soc-sign-Slashdot090216, 4.055040, 344.489278, 4.114432, 339.516562, 3.233792, 431.975134
soc-sign-Slashdot090221, 4.121600, 341.119242, 4.101120, 342.822722, 3.246080, 433.124616
soc-sign-epinions, 12.377088, 174.024164, 6.092800, 353.517639, 5.039104, 427.439546
south31, 1.016832, 282.975832, 1.005568, 286.145613, 0.648192, 443.909961
spal_004, 301.240326, 392.345869, 304.214020, 388.510686, 374.872070, 315.281950
sparsine, 6.725632, 589.596512, 6.694912, 592.301931, 6.539264, 606.399919
spmsrtls, 0.936960, 628.270504, 0.950272, 619.469273, 0.922624, 638.032747
srb1, 8.144896, 931.025950, 8.311808, 912.329719, 8.775680, 864.105058
stat96v2, 27.700224, 263.593214, 13.271040, 550.189816, 10.799104, 676.129355
stat96v3, 31.879168, 266.424904, 15.050752, 564.317606, 12.269568, 692.233325
std1_Jac2, 5.498880, 581.345913, 5.132288, 622.870613, 4.825088, 662.527055
std1_Jac2_db, 2.025472, 630.398153, 2.037760, 626.596728, 1.881088, 678.784697
std1_Jac3, 6.278144, 593.642158, 5.670912, 657.208403, 5.695488, 654.372531
std1_Jac3_db, 2.165760, 628.635922, 2.179072, 624.795610, 1.972224, 690.324508
stokes128, 2.099200, 681.212192, 2.095104, 682.543995, 2.071552, 690.303991
stokes64, 0.582656, 615.263593, 0.580608, 617.433851, 0.576512, 621.820626
stokes64s, 0.577536, 620.718099, 0.582656, 615.263593, 0.570368, 628.518860
stomach, 9.405440, 822.440907, 9.423872, 820.832338, 9.367552, 825.767398
stormG2_1000, 17.772545, 498.369560, 17.767424, 498.513208, 17.752064, 498.944544
stormg2-125, 2.451456, 452.439419, 2.473984, 448.319536, 2.415616, 459.152176
struct3, 3.676160, 817.335633, 3.836928, 783.089160, 3.649536, 823.298284
t2dah, 0.755712, 596.602325, 0.887808, 507.834473, 0.744448, 605.629293
t2dah_a, 0.760832, 592.587474, 0.765952, 588.626344, 0.748544, 602.315339
t2dah_e, 0.762880, 590.996623, 0.764928, 589.414337, 0.744448, 605.629293
t2em, 22.488064, 522.611907, 22.487040, 522.635711, 22.448128, 523.541654
t3dh, 14.229504, 782.978036, 14.277632, 780.338714, 15.810560, 704.680204
t3dh_a, 14.215168, 783.767649, 14.237696, 782.527527, 15.779840, 706.052056
t3dh_e, 14.205952, 784.276129, 14.211072, 783.993553, 15.789056, 705.639965
t3dl, 1.860608, 701.521746, 1.866752, 699.212825, 1.847296, 706.577051
t3dl_a, 1.864704, 699.980775, 1.864704, 699.980775, 1.845248, 707.361271
t60k, 1.329152, 344.530049, 1.339392, 341.896038, 1.323008, 346.130046
tandem_dual, 2.464768, 478.285223, 2.484224, 474.539350, 2.457600, 479.680186
tandem_vtx, 1.047552, 619.134904, 1.059840, 611.956543, 1.037312, 625.246773
ted_A, 1.551360, 700.638609, 1.699840, 639.438272, 1.422336, 764.195474
ted_AB, 1.886208, 708.994278, 1.880064, 711.311270, 1.714176, 780.147823
ted_AB_unscaled, 1.882112, 710.537259, 1.879040, 711.698909, 1.705984, 783.894059
ted_A_unscaled, 1.580032, 687.924502, 1.564672, 694.677686, 1.423360, 763.645689
ted_B, 0.622592, 594.486046, 0.617472, 599.415430, 0.626688, 590.600487
ted_B_unscaled, 0.625664, 591.567107, 0.629760, 587.719487, 0.622592, 594.486046
thermal1, 2.445312, 601.400748, 2.435072, 603.929787, 2.426880, 605.968384
thermal2, 33.737728, 651.069367, 33.736706, 651.089096, 33.671169, 652.356356
thermomech_TC, 3.779584, 481.954764, 3.790848, 480.522688, 3.746816, 486.169729
thermomech_TK, 3.766272, 483.658229, 3.818496, 477.043445, 3.744768, 486.435615
thermomech_dK, 9.649152, 755.127894, 9.581568, 760.454224, 9.550848, 762.900182
thermomech_dM, 8.017920, 454.379336, 7.989248, 456.010009, 7.968768, 457.181951
thread, 12.242944, 934.687204, 12.261376, 933.282082, 12.469248, 917.723591
tmt_sym, 19.651585, 661.893705, 19.622911, 662.860870, 19.574783, 664.490633
tmt_unsym, 22.352896, 525.081435, 22.363136, 524.840989, 22.439936, 523.044750
tn2010, 6.427648, 475.532096, 6.424576, 475.759498, 6.391808, 478.198492
tomographic1, 3.350528, 494.724175, 3.345408, 495.481334, 3.270656, 506.805713
torsion1, 1.141760, 443.067268, 1.139712, 443.863441, 1.120256, 451.572233
torso1, 23.816193, 915.437675, 21.960705, 992.784166, 23.544832, 925.988335
torso2, 4.169728, 634.499662, 4.190208, 631.398467, 4.151296, 637.316826
torso3, 13.221888, 857.543784, 13.189120, 859.674282, 13.163520, 861.346178
tp-6, 4485.590820, 6.584594, 57.281536, 515.625010, 57.338879, 515.109352
trans4, 642.116638, 3.055479, 5.186560, 378.280344, 3.879936, 505.671684
trans5, 642.149353, 3.055323, 5.335040, 367.752393, 3.887104, 504.739195
transient, 337.285126, 7.300003, 7.152640, 344.234079, 5.693440, 432.459535
trdheim, 5.074944, 976.253023, 5.088256, 973.698956, 5.434368, 911.684545
troll, 34.013184, 902.058582, 34.045952, 901.190377, 37.310463, 822.339948
ts-palko, 220.986374, 12.475302, 7.368704, 374.132512, 4.465664, 617.348671
tsyl201, 6.584320, 954.493380, 6.585344, 954.344993, 6.959104, 903.088941
tube1, 2.840576, 808.449911, 2.846720, 806.705042, 3.043328, 754.589490
tube2, 2.859008, 803.237802, 2.856960, 803.813604, 3.001344, 765.145010
turon_m, 6.602752, 655.581555, 6.617088, 654.161266, 6.560768, 659.776794
twotone, 5.059584, 619.421153, 5.040128, 621.812243, 5.195776, 603.184866
tx2010, 23.997440, 475.386381, 23.993343, 475.467556, 24.027136, 474.798844
usroads, 2.657280, 318.757229, 2.632704, 321.732786, 2.628608, 322.234127
usroads-48, 2.572288, 322.352702, 2.585600, 320.693082, 2.564096, 323.382591
ut2010, 3.295232, 444.426655, 3.294208, 444.564805, 3.268608, 448.046666
va2010, 7.666688, 468.187527, 7.665664, 468.250055, 7.636992, 470.008046
vanbody, 6.818816, 877.345674, 6.834176, 875.373831, 7.443456, 803.720576
venkat01, 4.840448, 908.500124, 4.692992, 937.045561, 4.678656, 939.916810
venkat25, 4.688896, 937.864127, 4.876288, 901.822775, 4.689920, 937.659399
venkat50, 4.685824, 938.479038, 4.697088, 936.228519, 4.689920, 937.659399
venturiLevel3, 86.806526, 475.052917, 86.878204, 474.660978, 86.799362, 475.092125
vfem, 4.816896, 762.455363, 5.155840, 712.331689, 4.804608, 764.405392
vibrobox, 1.495040, 587.034223, 1.488896, 589.456666, 1.200128, 731.288421
viscoplastic2, 1.628160, 599.569182, 1.632256, 598.064606, 1.582080, 617.032360
viscorocks, 3.496960, 850.837500, 3.513344, 846.869705, 3.616768, 822.652914
vsp_barth5_1Ksep_50in_5Kout, 1.202176, 433.581781, 1.197056, 435.436250, 1.183744, 440.333062
vsp_bcsstk30_500sep_10in_1Kout, 16.753664, 616.275899, 16.754688, 616.238225, 17.432575, 592.275050
vsp_befref_fxm_2_4_air02, 5.098496, 98.638282, 2.163712, 232.427825, 1.341440, 374.900774
vsp_bump2_e18_aa01_model1_crew1, 4.065280, 378.842573, 4.007936, 384.262902, 2.591744, 594.233517
vsp_c-30_data_data, 6.044672, 52.671523, 2.129920, 149.480769, 1.034240, 307.841582
vsp_c-60_data_cti_cs4, 8.343552, 147.938151, 3.643392, 338.785827, 2.333696, 528.916217
vsp_finan512_scagr7-2c_rlfddd, 6.940672, 407.214522, 6.515712, 433.773392, 5.148672, 548.945892
vsp_mod2_pgp2_slptsk, 10.425344, 191.222858, 5.122048, 389.212323, 3.938304, 506.198655
vsp_model1_crew1_cr42_south31, 79.214592, 12.279014, 4.024320, 241.699738, 2.008064, 484.385510
vsp_msc10848_300sep_100in_1Kout, 11.065344, 564.976872, 10.637312, 587.710824, 9.987072, 625.975598
vsp_p0291_seymourl_iiasa, 1.008640, 273.441611, 1.025024, 269.070914, 0.608256, 453.434357
vsp_sctap1-2b_and_seymourl, 7.459840, 96.658204, 3.189760, 226.052972, 1.635328, 440.923592
vsp_south31_slptsk, 77.172737, 12.599782, 3.941376, 246.705640, 1.823744, 533.166743
vsp_vibrobox_scagr7-2c_rlfddd, 6.235136, 357.682705, 5.601280, 398.159034, 3.723264, 598.990652
vt2010, 1.054720, 377.665033, 1.063936, 374.393649, 1.024000, 388.994982
wa2010, 5.260288, 461.082365, 5.291008, 458.405265, 5.219328, 464.700811
wang3, 0.955392, 474.726687, 0.947200, 478.832432, 0.943104, 480.912037
wang4, 0.952320, 476.333344, 0.954368, 475.311161, 0.934912, 485.202615
water_tank, 6.009856, 866.962397, 5.989376, 869.926901, 6.221824, 837.426327
wathen100, 1.788928, 674.872627, 1.783808, 676.809704, 1.775616, 679.932219
wathen120, 2.129920, 680.001200, 2.126848, 680.983395, 2.094080, 691.639374
watson_1, 7.818240, 345.479037, 7.758848, 348.123589, 7.566336, 356.980978
watson_2, 13.682688, 345.455589, 13.694976, 345.145622, 13.484032, 350.545080
wave, 7.226368, 750.553356, 7.197696, 753.543156, 7.174144, 756.017007
waveguide3D, 1.371136, 566.594494, 1.379328, 563.229394, 1.363968, 569.572066
web-BerkStan, 26.638336, 730.433127, 26.644480, 730.264707, 27.716608, 702.016754
web-Google, 36.208641, 360.933177, 36.187138, 361.147654, 36.156418, 361.454497
web-NotreDame, 23.229441, 164.991620, 8.026112, 477.524265, 8.443904, 453.897045
web-Stanford, 11.995136, 493.532728, 12.014592, 492.733522, 12.111872, 488.776009
webbase-1M, 34.386944, 231.197405, 20.178944, 393.983565, 20.315136, 391.342306
wheel_601, 18.453505, 301.150593, 18.661377, 297.796023, 19.012608, 292.294669
wi2010, 6.502400, 476.143313, 6.494208, 476.743940, 6.468608, 478.630686
wiki-Talk, 579.142639, 22.196276, 53.695488, 239.402044, 57.587711, 223.221401
wikipedia-20051105, 109.378563, 462.319840, 108.746750, 465.005894, 111.943680, 451.726080
wikipedia-20060925, 218.102783, 437.449190, 217.211899, 439.243367, 220.482559, 432.727587
wikipedia-20061104, 231.642105, 435.245059, 230.759430, 436.909909, 233.846786, 431.141617
wikipedia-20070206, 267.113464, 431.568645, 266.100739, 433.211108, 269.332489, 428.012960
windscreen, 4.098048, 926.030687, 4.141056, 916.413191, 4.519936, 839.595589
wing, 1.797120, 346.279207, 1.820672, 341.799768, 1.770496, 351.486406
wing_nodal, 0.812032, 475.964700, 0.809984, 477.168125, 0.802816, 481.428587
world, 2.082816, 244.448145, 2.086912, 243.968361, 1.242112, 409.898997
wv2010, 3.812352, 445.153109, 3.812352, 445.153109, 3.772416, 449.865621
wy2010, 2.545664, 429.993954, 2.495488, 438.639734, 2.462720, 444.476106
x104, 26.423296, 985.082159, 26.418177, 985.273048, 28.546047, 911.829132
xenon1, 3.569664, 847.045324, 3.559424, 849.482182, 3.540992, 853.903986
xenon2, 11.035648, 896.976867, 11.038720, 896.727262, 11.021312, 898.143660
